stock,date,author
M,2019-08-28,Tim Travis
PSHZF,2019-08-27,Ryan Daniels
VVV,2019-08-27,David Trainer
OCUL,2019-08-27,Illumination Capital
PDRDF,2019-08-26,Librarian Capital
MDB,2019-08-26,Jolyon Loo
PSTG,2019-08-26,Bert Hochfeld
YTRA,2019-08-23,Vince Martin
DLEGF,2019-08-23,Ploutos Investing
XPER,2019-08-22,Eight Diamonds Advisors
ALLT,2019-08-22,Cobiaman
SLG,2019-08-22,Dane Bowler
MFC,2019-08-21,John Lawlor
WRK,2019-08-21,Michael Boyd
SPPI,2019-08-20,Elle Investments
SCOR,2019-08-20,Jim Roumell
KMRAF,2019-08-20,SA Focus On Europe
ADPPF,2019-08-16,Truth Finder Investment
CEQP,2019-08-16,Thomas Lott
DEST,2019-08-15,ValueCatalyst
SUPN,2019-08-14,1035 Capital Management
AAPL,2019-08-14,The European View
CBLAQ,2019-08-14,The Owl
CCU,2019-08-13,Ian Bezek
ZAGG,2019-08-13,Jim Roumell
BWEL,2019-08-12,James Duade
VTRS,2019-08-12,Zhiyuan Sun
CXW,2019-08-12,Dane Bowler
IQ,2019-08-09,Harry Ren
GTMEY,2019-08-09,The Value Pendulum
NEWM,2019-08-08,Vince Martin
AFSI.PA,2019-08-08,Limber Capital
TLGT,2019-08-08,1035 Capital Management
HKHGF,2019-08-07,The Value Pendulum
GOOG,2019-08-07,Thomas Lott
UPWK,2019-08-06,Catalyst Capital
TCS,2019-08-06,Vince Martin
BNPQF,2019-08-06,Tim Travis
ENPH,2019-08-05,TJ Roberts
LYG,2019-08-05,Librarian Capital
TWLO,2019-08-05,DX2 Capital
BOOT,2019-08-02,Vince Martin
IMXCF,2019-08-02,The Value Pendulum
EHTH,2019-08-01,Vince Martin
GNW,2019-08-01,Anthony H. Steinmetz
ASML,2019-07-31,Mark Hibben
RFIL,2019-07-31,ACM Research Team
GRUB,2019-07-31,Gary Alexander
NTGR,2019-07-31,Vince Martin
GLOG,2019-07-31,J Mintzmyer
AR,2019-07-31,KCI Research Ltd.
FLXN,2019-07-30,Hero Capital
LOMLF,2019-07-30,Laurentian Research
CMRE,2019-07-30,J Mintzmyer
INGIF,2019-07-30,SA Focus On Europe
DELL,2019-07-30,Behind The Idea
RRGB,2019-07-29,Anthony H. Steinmetz
GMS,2019-07-26,Vince Martin
BDSI,2019-07-24,Illumination Capital
EQT,2019-07-24,KCI Research Ltd.
AX,2019-07-24,Freyr Capital
SNBR,2019-07-24,Robert Honeywill
TACYY,2019-07-23,The Value Pendulum
GTLS,2019-07-23,Stephen Simpson
NHYDY,2019-07-23,SA Focus On Europe
SNCAF,2019-07-22,Brian Langis
RRC,2019-07-22,KCI Research Ltd.
AUY,2019-07-18,SomaBull
BK,2019-07-18,Ian Bezek
RVNC,2019-07-17,BioTrench
VICI,2019-07-17,Dane Bowler
FLUIF,2019-07-16,SA Focus On Europe
CARS,2019-07-16,Behind The Idea
DELL,2019-07-15,Vince Martin
SIC,2019-07-15,Buckley Capital Management
VOXX,2019-07-15,Vince Martin
NTAP,2019-07-15,High Watermark Investments
AMTD,2019-07-15,SA Marketplace
NVDA,2019-07-12,DX2 Capital
GTT,2019-07-12,Buckley Capital Management
ZYXI,2019-07-12,Kevin Mackie
GDI,2019-07-12,Michael Boyd
BXG,2019-07-12,SA Marketplace
DEO,2019-07-11,Librarian Capital
TGP,2019-07-11,J Mintzmyer
MAXR,2019-07-10,Mike Arnold
GMS,2019-07-10,Vince Martin
CNPOF,2019-07-10,The Cannabis Investing Podcast
OMN,2019-07-09,Vince Martin
MDXG,2019-07-09,FIN Capital Management LLC
SHMCF,2019-07-09,SA Focus On Europe
LPLA,2019-07-05,Joseph Allan Sinay
AVGO,2019-07-03,Stephen Simpson
FSTR,2019-07-03,Singular Research
SBLK,2019-07-03,J Mintzmyer
SRL,2019-07-02,LeeFarnam
BZZUF,2019-07-02,SA Focus On Europe
FTS,2019-07-01,John Lawlor
BWAGF,2019-07-01,Triangula Capital
CRCM,2019-06-28,Koshote Fundamental Research
BTI,2019-06-28,Freyr Capital
SAUC,2019-06-28,Jeremy Blum
MGY,2019-06-27,Pescadero Energy Partners
ORCL,2019-06-27,High Watermark Investments
VBIV,2019-06-25,Christiana Friedman
CUYTF,2019-06-25,SA Focus On Europe
PLSI,2019-06-25,The Cannabis Investing Podcast
XPEL,2019-06-24,Lukas Wolgram
NYCB,2019-06-24,Healthy Wealth Coach
EURN,2019-06-24,SA Marketplace Roundtable Podcast
RH,2019-06-23,Robert Honeywill
SPOT,2019-06-21,Douglas Adams
TMOAY,2019-06-20,Swen Lorenz
ENZN,2019-06-19,Spartan Saver
FLIDY,2019-06-19,Stephen Simpson
TTOO,2019-06-19,Out of Ignorance
SELF,2019-06-18,Value Trapper
TPIC,2019-06-18,Freyr Capital
GROPF,2019-06-18,SA Focus On Europe
IRDM,2019-06-17,Long Term Tips
FFNGY,2019-06-17,Reperio Capital
ATHX,2019-06-14,Wall Street Titan
CNI,2019-06-14,John Lawlor
CWEN,2019-06-14,Robbert Manders
LPG,2019-06-14,J Mintzmyer
ENDP,2019-06-14,Zhiyuan Sun
GOLD,2019-06-14,SomaBull
RH,2019-06-13,Robert Honeywill
TECK,2019-06-13,Dan Stringer
ABT,2019-06-11,Christiana Friedman
SELF,2019-06-11,Paul Claussen
ET,2019-06-10,Peter Frorer
NTR,2019-06-10,John Lawlor
MTSAF,2019-06-07,Wolf Report
CPRI,2019-06-07,Vince Martin
FDX,2019-06-07,Ian Bezek
BGSF,2019-06-07,Daryl Davis
KHRNF,2019-06-05,The Cannabis Investing Podcast
INGN,2019-06-04,Stephen Simpson
WHLR,2019-06-04,The Owl
GLPEF,2019-06-04,SA Focus On Europe
TSLA,2019-06-04,Aswath Damodaran
BIP,2019-06-03,John Lawlor
YGRAF,2019-06-03,Long Player
ALB,2019-06-03,FI Fighter
VLPNY,2019-06-01,Stephen Simpson
AWRE,,Hidden Value Hunter
HROW,,Thomas Cheatham
PBYI,,Elle Investments
DSSI,,J Mintzmyer
MGTA,,Jonathan Faison
FENG,,DeepValuePlay
YCBD,,The Cannabis Investing Podcast
SOLVY,,SA Focus On Europe
NODK,,Robert Honeywill
BLMN,,Ian Bezek
CTHR,,Mike Arnold
BOLD,,Jonathan Faison
LINC,,"Ross O'Toole, CFA"
AIRG,,Cobiaman
WORK,,Bert Hochfeld
OLN,,Prati Management
MSFT,,DoctoRx
STXS,,Overlooked and Underfollowed
DETNF,,Street Smart Investor
RICK,,Michael Boyd
FGEN,,WS BioPharma Wolf
ARPO,,LQQKER
SGRP,,Inefficient Market
CDPYF,,John Lawlor
CORN,,Ross Hendricks
NETI,,J Mintzmyer
OLN,,Prati Management
IVPAF,,The Beauty Contest
GXF,,SA Focus On Europe
QIWI,,Zhiyuan Sun
BTOHF,,Idea Generation
KNL,,Vince Martin
AIMT,,BioSci Capital Partners
RASF,,The Owl
GLGDF,,Bang For The Buck
BCE,,John Lawlor
ITT,,Stephen Simpson
ROKU,,"Elazar Advisors, LLC"
AAPL,,Mark Hibben
JRSH,,Eight Diamonds Advisors
AAPL,,Trading Places Research
AAPL,,Trading Places Research
UNIT,,Dane Bowler
FTRCQ,,The Owl
ALG,,Singular Research
GMHLF,,Intertemporal Arbitrage
LLNW,,Vince Martin
BRK.A,,Jim Sloan
NBIX,2019-04-30,Stephen Simpson
OXY,2019-04-30,Jennifer Warren
ITGQF,2019-04-30,Safety In Value
SOCLF,2019-04-30,Vasily Zyryanov
DHR,2019-04-30,Goose Hollow Investments
BEP,2019-04-26,John Lawlor
PBEGF,2019-04-26,ActiveEurope
ASPU,2019-04-25,Kippington Capital Management
GNSS,2019-04-25,Sergio Heiber
BVNXF,2019-04-25,Urbem Capital
FBIO,2019-04-24,"Edward Vranic, CFA"
BFYT,2019-04-23,CVC Research
BEKAY,2019-04-23,SA Focus On Europe
PSV,2019-04-22,Henrik Alex
LYG,2019-04-22,Librarian Capital
DIS,2019-04-19,SA Marketplace
NOW,2019-04-18,Steve Auger
FGEN,2019-04-17,Joe McCann
TUWLF,2019-04-16,SA Focus On Europe
JOE,2019-04-16,"Christensen Capital, LLC"
TST,2019-04-15,Dan Stringer
SHAK,2019-04-15,Gainsboro Capital
UNG,2019-04-15,Ross Hendricks
CLAR,2019-04-12,Mike Berner
APC,2019-04-12,KCI Research Ltd.
CJREF,2019-04-12,Ploutos Investing
GWRS,2019-04-11,Ian Bezek
GENGF,2019-04-11,HFIR
PBYI,2019-04-11,Elle Investments
EOG,2019-04-11,Jennifer Warren
PRPL,2019-04-10,Drew Peng
RVRA,2019-04-10,Stock Spin-off Investing
CNNE,2019-04-10,Vince Martin
SEAS,2019-04-10,Money Investor
SNMSF,2019-04-10,TSI Wealth Network
FNLPF,2019-04-09,SA Focus On Europe
IGGGF,2019-04-08,"Robert Leonard, CMA"
RDSMY,2019-04-08,Belgian And Bullish
RACE,2019-04-07,Gordon Investing
AR,2019-04-05,CDM Capital
DAL,2019-04-04,Jim Sloan
ACB,2019-04-03,The Cannabis Investing Podcast
DIS,2019-04-03,Lyn Alden Schwartzer
NFLX,2019-04-02,Long Hill Road Capital
PESI,2019-04-02,Micro Magnate
MA,2019-04-01,Librarian Capital
MIINF,2019-03-29,Karl Ahlstedt
BMO,2019-03-29,John Lawlor
GRIN,2019-03-28,Hidden Value Hunter
FCHS,2019-03-27,Inefficient Market
PXLW,2019-03-27,Cobiaman
TGLS,2019-03-27,Careful Investor
VIA,2019-03-27,Scott Perry
GLNG,2019-03-26,J Mintzmyer
SOI,2019-03-25,Juan de la Hoz
DVD,2019-03-25,Vince Martin
MIK,2019-03-25,Vince Martin
GEAGY,2019-03-25,Stephen Simpson
CSBR,2019-03-25,Mike Arnold
SFIX,2019-03-24,Olive Tree Investment
BDRBF,2019-03-22,Daniel Gobeille
LEA,2019-03-21,Carleton Hanson
UBAB,2019-03-21,"Carlton Getz, CFA"
ORXGF,2019-03-20,Degrancey Capital
EB,2019-03-20,App Economy Insights
NPRUF,2019-03-19,John Lawlor
BAM,2019-03-19,Samuel Smith
HDUGF,2019-03-19,SA Focus On Europe
PH,2019-03-19,Jim Sloan
AAL,2019-03-18,Tim Dunn
EVA,2019-03-18,Treading Softly
MOMO,2019-03-18,App Economy Insights
CPLG,2019-03-18,Logan Kane
ALB,2019-03-18,Axia Enantio
ATGFF,2019-03-18,Zach Zubac
BREW,2019-03-15,Vince Martin
BAM,2019-03-15,Dry Powder
ALNY,2019-03-14,Stephen Simpson
SPOZF,2019-03-13,Josh Burwick
QCOM,2019-03-13,CDM Capital
NEE,2019-03-12,Laura Starks
SHNWF,2019-03-12,Librarian Capital
VTNR,2019-03-12,Jenks Jumps
DBX,2019-03-12,Olive Tree Investment
BGSWF,2019-03-12,SA Focus On Europe
CRLFF,2019-03-11,Volte-Face Investments
GOLD,2019-03-11,SomaBull
WCN,2019-03-11,Brad Kenagy
AM,2019-03-11,John Windelborn
HLNFF,2019-03-11,Cameron Smith
CGC,2019-03-11,Karl Ahlstedt
BLNK,2019-03-07,Pinxter Analytics
GLNG,2019-03-07,J Mintzmyer
PBA,2019-03-06,John Lawlor
AMC,2019-03-06,CashFlow Hunter
UNH,2019-03-06,"Ranjit Thomas, CFA"
RTMVF,2019-03-05,Librarian Capital
GLMD,2019-03-05,First Genesis Consulting
TRIP,2019-03-05,Long Hill Road Capital
NRBAY,2019-03-04,Wolf Report
AVEO,2019-03-04,Chris Stang
PLSQF,2019-03-01,Aleksandar Vichev
ICPT,2019-02-28,Jérôme Verony
GTX,2019-02-27,Knackwell Capital Management
FB,2019-02-26,Julian Lin
TMXXF,2019-02-26,TSI Wealth Network
INGIF,2019-02-26,SA Focus On Europe
DVA,2019-02-26,Behind The Idea
CHK,2019-02-25,KCI Research Ltd.
BRK.A,2019-02-25,Jim Sloan
XIN,2019-02-22,Elle Investments
ORBT,2019-02-21,Backlog Investor
WYNN,2019-02-20,Howard Jay Klein
LUMN,2019-02-20,Faloh Investment
ORMP,2019-02-20,Christiana Friedman
OXY,2019-02-20,Jennifer Warren
MYSZ,2019-02-19,Pinxter Analytics
STLA,2019-02-19,Michael Rivers
BRK.A,2019-02-19,Fishtown Capital
TPIC,2019-02-19,Steve Zachritz
ATVI,2019-02-15,Karl Ahlstedt
NOC,2019-02-13,Cestrian Capital Research
PEYUF,2019-02-13,Michael Boyd
CCLP,2019-02-13,Michael Boyd
PAGS,2019-02-13,Dominic Teo
AUPH,2019-02-12,Joe McCann
IITOF,2019-02-12,SA Focus On Europe
ASML,2019-02-11,WideAlpha
CENT,2019-02-11,Vince Martin
YLWDF,2019-02-08,Value On The Street
EOLS,2019-02-08,Bridger Research
GE,2019-02-07,Victor Dergunov
GILD,2019-02-07,DoctoRx
LLNW,2019-02-06,Vince Martin
INTEQ,2019-02-06,Kerrisdale Capital Management
ENB,2019-02-06,Lyn Alden Schwartzer
MCO,2019-02-05,Luis Filipe Silva Moreira
AR,2019-02-05,Ross Hendricks
BPY,2019-02-05,John Lawlor
CAAP,2019-02-04,Silver Coast Research
NFLX,2019-02-04,"Arturo Neto, CFA"
MSB,2019-01-30,James Duade
BIP,2019-01-29,John Lawlor
AEO,2019-01-29,Grandation Capital
JD,2019-01-29,Long Hill Road Capital
NRCG.WS,2019-01-29,"Dane Capital Management, LLC"
LPX,2019-01-28,Patrick Doyle
KL,2019-01-28,Street Smart Investor
ACDVF,2019-01-27,The Cognizant Investor
MYRX,2019-01-25,PickYourSpots
RIOCF,2019-01-25,John Lawlor
WHLR,2019-01-25,The Owl
GILD,2019-01-25,"Gene Chan, CFA"
MSFT,2019-01-24,Alexander Johansson
FFNTF,2019-01-23,Mateo Blumer
TTWO,2019-01-23,Great Plains Investment Research
ADT,2019-01-23,Dividend Power
APWC,2019-01-23,VishValue Research
NMCI,2019-01-22,Henrik Alex
CTTAF,2019-01-22,Simon-Peter Noble
RNLSY,2019-01-22,Daniël Tacken
BLCM,2019-01-22,Biologics
ALGT,2019-01-18,Michael Rivers
SNE,2019-01-18,Dominic Teo
HEAR,2019-01-18,Vince Martin
EQGPF,2019-01-16,Mat Litalien
BYYLF,2019-01-15,Stephen Simpson
NDRA,2019-01-15,Dan Stringer
XPER,2019-01-15,Orange Ranger
FXE,2019-01-15,SA Focus On Europe
NVEE,2019-01-11,James Melvin
AVAL,2019-01-11,Ohio Capital Ideas
DHT,2019-01-11,J Mintzmyer
CESDF,2019-01-10,Ploutos Investing
MEET,2019-01-10,Eight Diamonds Advisors
SNHFF,2019-01-09,Sarel Oberholster
SPOK,2019-01-09,Vince Martin
CDE,2019-01-09,Paul Franke
GMS,2019-01-09,Vince Martin
CZR,2019-01-08,Mike Winston
CLUB,2019-01-08,Vince Martin
MDXG,2019-01-08,Prescience Point
MLNX,2019-01-04,Stephen Simpson
ELUXF,2019-01-03,Roberts Berzins
ABC,2019-01-02,"Paul Nouri, CFP"
SUMR,2018-12-27,Timothy Stabosz
EWG,2018-12-27,SA Focus On Europe
NEX,2018-12-26,Fluidsdoc
SPOT,2018-12-25,Gary Alexander
BRK.A,2018-12-24,Jim Sloan
EXP,2018-12-23,Todd Akin
UFPI,2018-12-21,Vince Martin
ADBE,2018-12-19,Luis Filipe Silva Moreira
AVGO,2018-12-19,Khaveen Investments
HCA,2018-12-19,"Ranjit Thomas, CFA"
CBB,2018-12-18,Vince Martin
KLXE,2018-12-18,Jorge Robles
QTNA,2018-12-18,Cobiaman
LBTYA,2018-12-18,Michael Rivers
CPLP,2018-12-17,J Mintzmyer
TSLA,2018-12-12,Jonathan Cooper
NX,2018-12-12,Vince Martin
PRTS,2018-12-12,Shareholders Unite
SMP,2018-12-12,Jenks Jumps
BABA,2018-12-11,Julian Lin
AMD,2018-12-11,Kwan-Chen Ma
KIM,2018-12-10,Dane Bowler
TST,2018-12-07,Dan Stringer
ALT,2018-12-05,Biologics
REGI,2018-12-05,Tristan R. Brown
RRD,2018-12-04,Arbitrage Trader
SRT,2018-12-03,Omar A. Samalot
DB,2018-11-30,Paulo Santos
BREW,2018-11-30,Vince Martin
APPS,2018-11-29,Cobiaman
ASPU,2018-11-29,DeepValuePlay
BATL,2018-11-29,Atticvs Research
GPOR,2018-11-28,Michael Fitzsimmons
EXMRF,2018-11-28,The Investment Doctor
KMX,2018-11-27,GS Analytics
TTSH,2018-11-27,Vince Martin
BIBLF,2018-11-27,"Brant Munro, CFA"
IPCFF,2018-11-27,Jorge Robles
EXPD,2018-11-26,Trading Places Research
SNE,2018-11-26,Great Plains Investment Research
CVIA,2018-11-26,Todd Akin
FRAN,2018-11-26,Detroit Bear
GBT,2018-11-20,Joe McCann
AEYE,2018-11-19,Mark Hake
LUV,2018-11-19,BAM Investments
FTD,2018-11-19,Vince Martin
FB,2018-11-19,MangoTree Analysis
LUV,2018-11-18,Rob Barnett
PBYI,2018-11-16,Long/Short Biotech
CTMX,2018-11-15,Jérôme Verony
CDDRF,2018-11-14,Silver Coast Research
ACRX,2018-11-14,Douglas Johnson
REGN,2018-11-14,Value Growth Master
RBGLY,2018-11-13,Joseph Harry
AGO,2018-11-13,Tim Travis
MLCO,2018-11-12,Himalayas Research
BRK.A,2018-11-12,Dividend Sensei
AAPL,2018-11-12,"Elazar Advisors, LLC"
WTTR,2018-11-12,Mr. Bert
OCC,2018-11-09,GreatQuarter
FND,2018-11-08,Donovan Royal
TAP,2018-11-07,Axia Enantio
CLF,2018-11-06,Nat Stewart
OXY,2018-11-06,Jennifer Warren
CWLPF,2018-11-06,Underfollowed Opportunities
TLRD,2018-11-06,Investor 2012
GLGI,2018-11-06,SC Capital Group
PMT,2018-11-06,Dividend Master
NPSNY,2018-11-05,Brecht Hanssens
LAC,2018-11-05,Long Term Tips
GNW,2018-11-02,Seven Corners Capital Management
PHII,2018-11-02,Michigan Value Investor
TTI,2018-11-01,Mr. Bert
SIEGY,2018-11-01,Option Generator
CGC,2018-11-01,Jonathan Cooper
MKSI,2018-10-31,Jon Quast
LUMN,2018-10-30,David Alton Clark
MINM,2018-10-30,Seneca Park Research
CGC,2018-10-30,Behind The Idea
HBIO,2018-10-29,David Zanoni
IAFNF,2018-10-29,Coastal Investing
DAL,2018-10-29,Tim Dunn
HEXO,2018-10-29,Jonathan Cooper
BERY,2018-10-29,Axia Enantio
MIK,2018-10-26,Vince Martin
ALLY,2018-10-26,Tim Travis
FPI,2018-10-25,Dane Bowler
CAT,2018-10-25,Jonathan Weber
MSFT,2018-10-24,D. H. Taylor
GPS,2018-10-24,Ishwarya Prasanna
LYB,2018-10-24,"Ranjit Thomas, CFA"
WRK,2018-10-22,Jenks Jumps
WTRH,2018-10-22,"Dane Capital Management, LLC"
ENZ,2018-10-22,Jim Roumell
CGC,2018-10-19,Darren McCammon
DD,2018-10-18,Global Value Finder
S,2018-10-17,Max Greve
LTBR,2018-10-17,Manzanita Research
PAGS,2018-10-17,CVC Research
TTI,2018-10-17,Mr. Bert
WLK,2018-10-16,Michael Boyd
TRMT,2018-10-16,Fire Sale Buyer
HASI,2018-10-16,Jennifer Warren
AVEO,2018-10-16,Chris Stang
AAPL,2018-10-16,MangoTree Analysis
IGGGF,2018-10-15,"Robert Leonard, CMA"
CENT,2018-10-15,Vince Martin
REPH,2018-10-15,TurnOverRocks
PPG,2018-10-15,Spin-Off Insights
HWC,2018-10-12,Long Term Investor
CFRX,2018-10-11,George Crist
CFRUY,2018-10-11,The Profit Hunter
GLNG,2018-10-10,J Mintzmyer
KIRK,2018-10-09,Jenks Jumps
BABA,2018-10-09,Michael Wiggins De Oliveira
AMZN,2018-10-09,Behind The Idea
LLY,2018-10-08,DoctoRx
MRO,2018-10-08,Laura Starks
C,2018-10-08,The Affluent Tortoise
GRIN,2018-10-08,Deep Value One
BOOT,2018-10-05,Vince Martin
PYX,2018-10-05,PNW Value
LXRX,2018-10-05,Stephen Simpson
EUXTF,2018-10-03,Labutes IR
LUMO,2018-10-03,Zach Hartman
OBCI,2018-10-03,"Robert Leonard, CMA"
BIDU,2018-10-02,Dominic Teo
AMRN,2018-10-02,Joe McCann
OGZPY,2018-10-02,Bang For The Buck
GE,2018-10-02,HiddenValueInvestor
WDC,2018-10-02,"Ranjit Thomas, CFA"
EL,2018-10-02,Joseph Harry
FXI,2018-10-02,Erich Reimer
REI,2018-10-01,Bobby Laughlin
AMZN,2018-10-01,Dividend Sensei
DIS,2018-10-01,Safety In Value
REGN,2018-10-01,DoctoRx
ALEAF,2018-09-28,Jonathan Cooper
LMB,2018-09-28,"Dane Capital Management, LLC"
MPAC-OLD,2018-09-28,CashFlow Hunter
GOLD,2018-09-28,Lawrence Williams
AAPL,2018-09-28,SA Marketplace
EXMGF,2018-09-27,Peter Arendas
LLEX,2018-09-27,Long Player
INTC,2018-09-27,John Windelborn
MRNS,2018-09-27,Stephen Simpson
TGP,2018-09-27,J Mintzmyer
HSIC,2018-09-26,Ben Axler
QCOM,2018-09-26,Jonathan Cooper
BZUN,2018-09-25,From Growth to Value
AMD,2018-09-25,Bold Investor
BSM,2018-09-25,Elliott Gue
AMD,2018-09-25,Austin Craig
CPWIF,2018-09-25,Tudor Invest Holdings
MCK,2018-09-25,Oyat
AMRN,2018-09-24,DoctoRx
APHA,2018-09-24,Jonathan Cooper
VALE,2018-09-24,Silver Coast Research
NWL,2018-09-24,Courage & Conviction Investing
VVV,2018-09-21,Ross Hendricks
ULTA,2018-09-20,Ryan Zentko
SAND,2018-09-20,ValueResearcher
GLNG,2018-09-19,J Mintzmyer
BBBY,2018-09-19,Deep Value Ideas
HFC,2018-09-19,Quad 7 Capital
BLK,2018-09-18,Manole Capital Management
XXII,2018-09-18,Charles Kyd
AAPL,2018-09-17,Erich Reimer
GOV-OLD,2018-09-17,Nat Stewart
SPLK,2018-09-17,Anuj Dhawan
CAT,2018-09-14,Risk Research Inc
YELL,2018-09-14,Centaur Investments
HMHC,2018-09-13,Investor 2012
FB,2018-09-13,Investment Works
MU,2018-09-13,Joe Albano
DGLY,2018-09-13,Croatoan Capital
REI,2018-09-13,Long Player
CSCO,2018-09-13,DoctoRx
PLCE,2018-09-13,Vince Martin
OXY,2018-09-13,Jennifer Warren
CHK,2018-09-11,Ryan Rosecrans
KRRGF,2018-09-11,Dan Stringer
DLHC,2018-09-11,Vince Martin
BTI,2018-09-10,Deep Value Ideas
WFTLF,2018-09-10,Fluidsdoc
RY,2018-09-10,John Lawlor
TSLA,2018-09-09,Andreas Hopf
HD,2018-09-07,DoctoRx
CBIO,2018-09-07,JV Biotech
CVALF,2018-09-06,Jonathan Weber
EDAP,2018-09-06,"Paul Nouri, CFP"
CULP,2018-09-06,Lerna Capital
TREX,2018-09-06,The Prospector
CNNE,2018-09-06,Vince Martin
CBYDF,2018-09-05,Jonathan Cooper
GLVMF,2018-09-05,Matt Geiger
CHL,2018-09-04,Tal Davidson
KLXI,2018-09-04,The Idea Guide
IEA,2018-08-31,"Dane Capital Management, LLC"
NMM,2018-08-30,J Mintzmyer
LMB,2018-08-30,"Dane Capital Management, LLC"
PLAB,2018-08-30,Vince Martin
EXPR,2018-08-30,L&F Capital Management
AGFS,2018-08-30,"Dane Capital Management, LLC"
CGC,2018-08-29,Cornerstone Investments
VTNR,2018-08-29,Jenks Jumps
PSX,2018-08-28,Michael Fitzsimmons
CHK,2018-08-28,Ryan Rosecrans
VMW,2018-08-28,The Software Side of Life
TEUM,2018-08-28,JD Henning
CL,2018-08-28,Luis Filipe Silva Moreira
ADWPF,2018-08-27,Jonathan Cooper
EQNR,2018-08-27,Vasily Zyryanov
NITE,2018-08-27,JV Biotech
GPS,2018-08-27,Vince Martin
SUBCY,2018-08-24,ValueResearcher
GTBIF,2018-08-24,Deltabot Capital
TGH,2018-08-23,Gregory Vousvounis
BDL,2018-08-23,Jonathan Weber
ING,2018-08-23,Stephen Simpson
FIZZ,2018-08-23,Nat Stewart
AIMFF,2018-08-23,LeeFarnam
BLUE,2018-08-22,JV Biotech
AHC,2018-08-22,Vince Martin
BGCP,2018-08-22,Justin Polce
FLXS,2018-08-22,Yardsale
SBLK,2018-08-22,J Mintzmyer
CHK,2018-08-21,Ryan Rosecrans
ALLY,2018-08-21,Tim Travis
CVS,2018-08-21,Quad 7 Capital
FIZZ,2018-08-21,Nat Stewart
THYOF,2018-08-21,Bang For The Buck
RTX,2018-08-21,Dylan Quintilone
SAMMF,2018-08-20,Matt Geiger
HEAR,2018-08-20,MicroAlphaGen
PHII,2018-08-20,Michigan Value Investor
AMLP,2018-08-20,Small Cap Capital
BBVA,2018-08-20,Brecht Hanssens
THST,2018-08-20,Gregory Vousvounis
ATRS,2018-08-20,Arthur Frentzel
CDPYF,2018-08-19,John Lawlor
FNNZF,2018-08-17,Key Investment Partners
MSGN,2018-08-16,The Boyar Value Group
PEYUF,2018-08-16,Hervé Blandin
URG,2018-08-16,Joey Garrand
PSHG,2018-08-16,Alacran Investments
BIP,2018-08-14,John Lawlor
T,2018-08-14,David Alton Clark
SND,2018-08-14,Todd Akin
DIS,2018-08-14,Behind The Idea
AAPL,2018-08-10,J. M. Manness
LONE,2018-08-09,Street Smart Investor
AMCX,2018-08-09,Scott Perry
MCK,2018-08-09,Daniel Schönberger
FRFHF,2018-08-09,Ohio Capital Ideas
RKUNY,2018-08-09,William Daniel
GLNG,2018-08-08,J Mintzmyer
BFAM,2018-08-08,Gary Bourgeault
QCOM,2018-08-07,Mark Hibben
FB,2018-08-07,Risk Research Inc
TGP,2018-08-07,J Mintzmyer
JD,2018-08-07,Macro Polo Capital
LUMN,2018-08-07,Income Clock
GST,2018-08-06,The Fortune Teller
ON,2018-08-06,Stephen Simpson
NOMD,2018-08-06,Bull's Run
SPWR,2018-08-06,Shareholders Unite
ROKU,2018-08-05,Jonathan Cooper
OKTA,2018-08-02,Ryan Zentko
IR,2018-08-02,Stephen Simpson
HHC,2018-08-02,Spin-Off Insights
NBIX,2018-08-01,Stephen Simpson
INTEQ,2018-08-01,Kerrisdale Capital Management
TGP,2018-07-31,J Mintzmyer
TREX,2018-07-31,AllStarTrader
CHK,2018-07-30,Daniel Jones
DAIO,2018-07-30,Shareholders Unite
ET,2018-07-30,Global Dividends
CMCSA,2018-07-30,"Vineet Naik, CFA"
FB,2018-07-30,Jonathan Cooper
TKC,2018-07-30,Stephen Simpson
PETS,2018-07-30,Vince Martin
HBAN,2018-07-28,Richard J. Parsons
STRT,2018-07-27,Matt Hylland
ST,2018-07-26,Stephen Simpson
EDUC,2018-07-26,Monocle Accounting Research
SKX,2018-07-25,Edwin Kye
NETI,2018-07-25,J Mintzmyer
BG,2018-07-25,Brecht Hanssens
BMNM,2018-07-24,Scott Kennedy
TTGT,2018-07-24,Investing City
JD,2018-07-24,Value Investigator
RVI,2018-07-23,David C. Kim
STRNY,2018-07-23,Cash-Centered Creep
FIZZ,2018-07-23,Vince Martin
NEWR,2018-07-23,Bert Hochfeld
CERN,2018-07-20,"Luis V. Sanchez, CFA"
AKRXQ,2018-07-20,Donostia
MU,2018-07-20,Jaret Wilson
GM,2018-07-20,Seven Corners Capital Management
MRPRF,2018-07-20,Investment Works
MLNX,2018-07-18,Stephen Simpson
TWTR,2018-07-18,Erich Reimer
BGOUF,2018-07-18,The Investment Doctor
TUSK,2018-07-17,Mr. Bert
VOXX,2018-07-17,Vince Martin
HP,2018-07-17,Disruptive Investor
CKHUY,2018-07-16,Ohio Capital Ideas
BRK.A,2018-07-16,AvoidingBigLosses
BURL,2018-07-16,Vince Martin
HSTO,2018-07-12,First Genesis Consulting
WTTR,2018-07-12,Mr. Bert
MPLX,2018-07-12,Todd Akin
GIS,2018-07-12,Herding Value
DDAIF,2018-07-11,D.S. Leach & C.E. Leach
LOXO,2018-07-10,Joe McCann
DUFRY,2018-07-10,Ohio Capital Ideas
